N.ºamostra,Data da colheita,Zona de produção,DSP
1561,31/08/2015,FUZ1,4420
1562,31/08/2015,VT1,220
1563,31/08/2015,L9,1420
1564,31/08/2015,L8,20
1565,31/08/2015,TAV2,3620
1566,31/08/2015,L3,3620
1567,31/08/2015,RIAV1,3620
1568,31/08/2015,RIAV1/L3,82020
1569,31/08/2015,RIAV2,4820
1570,31/08/2015,RIAV3,62020
1571,31/08/2015,RIAV4,20
1574,31/08/2015,L7c,6620
1575,01/09/2015,L6,20
1576,01/09/2015,ESD1,20
1577,01/09/2015,L6,420
1578,01/09/2015,ESD2,20
1579,01/09/2015,ESD1,352020
1580,01/09/2015,L2,20
1581,01/09/2015,L1,20
1582,01/09/2015,ELM,5420
1583,01/09/2015,EMI,20
1584,31/08/2015,L2,420
1585,31/08/2015,L1,820
1586,01/09/2015,EMN2,20
1587,01/09/2015,EMN1,42020
1588,01/09/2015,L1,120620
1589,02/09/2015,L7c,420
1590,01/09/2015,L8,1220
1591,01/09/2015,POR2,420
1592,01/09/2015,LAG,1220
1593,01/09/2015,L7a,220
1594,02/09/2015,ETJ,3820
1595,02/09/2015,L5,1620
1596,03/09/2015,L3,820
1597,02/09/2015,OLH3,220
1598,02/09/2015,OLH2,1620
1599,02/09/2015,FAR2,3220
1600,02/09/2015,FAR1,20
1601,07/09/2015,LAL,3220
1602,07/09/2015,ETJ,15220
1603,07/09/2015,L5,1420
1604,07/09/2015,L8,620
1605,07/09/2015,L8,22020
1606,04/09/2015,OLH4,420
1607,07/09/2015,L7c,2820
1608,07/09/2015,L2,20
1609,07/09/2015,L1,20
1610,07/09/2015,L1,20
1611,07/09/2015,L2,220
1612,07/09/2015,L9,20
1613,07/09/2015,VT1,20
1614,07/09/2015,TAV2,12020
1615,07/09/2015,FUZ1,620
1616,07/09/2015,RIAV1/L3,20
1617,07/09/2015,OLH2,220
1618,07/09/2015,OLH1,3420
1619,07/09/2015,RIAV2,820
1620,07/09/2015,RIAV3,420
1621,07/09/2015,RIAV4,20
1622,07/09/2015,L3,20
1623,07/09/2015,L5,1420
1624,08/09/2015,LOB,20
1625,08/09/2015,L5,620
1626,08/09/2015,EMI,420
1627,08/09/2015,L1,20
1628,08/09/2015,ELM,20
1629,08/09/2015,EMN2,2420
1630,08/09/2015,EMN1,2420
1631,08/09/2015,RIAV1,62020
1632,09/09/2015,L5,4220
1633,08/09/2015,OLH5,1220
1634,08/09/2015,L7c,220
1635,08/09/2015,L7c,1620
1636,08/09/2015,POR2,462020
1637,08/09/2015,LAG,620
1638,09/09/2015,OLH3,20
1639,09/09/2015,OLH4,20
1640,09/09/2015,L8,20
1641,09/09/2015,FAR1,20
1642,09/09/2015,L3,1220
1643,14/09/2015,LAL,33220
1644,14/09/2015,L1,220
1645,14/09/2015,EMI,20
1646,14/09/2015,ELM,820
1647,14/09/2015,L7c,20
1648,14/09/2015,RIAV1/L3,4220
1649,14/09/2015,RIAV2,22020
1650,14/09/2015,RIAV3,20
1651,14/09/2015,RIAV4,20
1652,14/09/2015,L3,62020
1653,14/09/2015,RIAV1,20
1654,15/09/2015,LOB,20
1655,15/09/2015,L5,12020
1656,14/09/2015,OLH3,20
1657,14/09/2015,OLH2,420
1658,14/09/2015,OLH1,20
1659,14/09/2015,FUZ1,20
1660,14/09/2015,TAV2,420
1661,14/09/2015,VT1,20
1662,14/09/2015,L9,12020
1663,14/09/2015,L8,22020
1664,14/09/2015,L8,620
1665,15/09/2015,L2,3620
1666,15/09/2015,L5,12020
1667,15/09/2015,ESD1,620
1668,15/09/2015,L6,1202020
1669,15/09/2015,ESD1,20
1670,15/09/2015,ESD2,20
1671,15/09/2015,L6,22020
1672,15/09/2015,EMN1,20
1673,15/09/2015,EMN2,20
1674,15/09/2015,POR2,1820
1675,15/09/2015,LAG,2820
1676,15/09/2015,L7c,620
1677,15/09/2015,L7a,420
1678,15/09/2015,OLH5,20
1679,16/09/2015,L1,20
1680,16/09/2015,L2,1220
1681,16/09/2015,ETJ,2420
1682,16/09/2015,FAR1,220
1683,16/09/2015,L8,820
1684,17/09/2015,EMR,820
1685,18/09/2015,L3,22620
1686,21/09/2015,L7c,8820
1687,21/09/2015,EMN1,820
1688,21/09/2015,EMN2,20
1689,22/09/2015,L5,20
1690,22/09/2015,LOB,20
1691,21/09/2015,L5,220
1692,21/09/2015,TAV2,620
1693,21/09/2015,VT1,20
1694,21/09/2015,L9,220
1695,21/09/2015,L8,820
1696,22/09/2015,L6,1820
1697,22/09/2015,L6,620
1698,22/09/2015,ESD1,820
1699,21/09/2015,L2,20
1700,21/09/2015,L1,420
1701,22/09/2015,ELM,20
1702,22/09/2015,EMI,20
1703,22/09/2015,L1,20
1704,22/09/2015,L2,2220
1705,22/09/2015,RIAV1/L3,2420
1706,22/09/2015,RIAV2,20
1707,22/09/2015,RIAV3,20
1708,22/09/2015,RIAV4,20
1709,22/09/2015,RIAV1,20
1710,22/09/2015,L3,20
1711,23/09/2015,L5,7420
1712,23/09/2015,ETJ,32020
1713,23/09/2015,LAL,15220
1714,22/09/2015,L8,4820
1715,22/09/2015,OLH5,2220
1716,22/09/2015,POR2,220
1717,22/09/2015,L7c,7420
1718,22/09/2015,L7a,1820
1719,22/09/2015,LAG,220
1720,23/09/2015,FUZ1,1420
1721,23/09/2015,L8,2420
1722,23/09/2015,OLH3,20
1723,23/09/2015,OLH2,12020
1724,23/09/2015,FAR2,220
1725,23/09/2015,FAR1,420
1726,23/09/2015,OLH1,20
1727,24/09/2015,L5,1820
1728,28/09/2015,ETJ,20
1729,28/09/2015,RIAV1/L3,1620
1730,28/09/2015,RIAV2,20
1731,28/09/2015,RIAV3,1220
1732,28/09/2015,RIAV4,20
1733,28/09/2015,L3,20
1734,28/09/2015,RIAV1,20
1735,28/09/2015,L7c,19820
1736,28/09/2015,OLH1,1820
1737,28/09/2015,FUZ1,32020
1738,28/09/2015,TAV2,1420
1739,28/09/2015,VT1,22020
1740,28/09/2015,OLH5,12020
1741,28/09/2015,L8,6620
1742,28/09/2015,L9,2420
1743,28/09/2015,L8,82020
1744,29/09/2015,L5,1220
1745,29/09/2015,LOB,20
1746,29/09/2015,OLH4,20
1747,29/09/2015,POR2,17820
1748,29/09/2015,LAG,21620
1749,29/09/2015,L7c,3220
1750,29/09/2015,L7a,1620
1751,29/09/2015,ESD1,20
1752,29/09/2015,ESD1,20
1753,29/09/2015,ESD2,20
1754,29/09/2015,L6,13420
1755,29/09/2015,L6,20
1756,29/09/2015,ELM,1220
1757,29/09/2015,EMI,20
1758,29/09/2015,L1,20
1759,28/09/2015,L2,20
1760,28/09/2015,L1,20
1761,30/09/2015,L2,220
1762,25/09/2015,L3,20
1763,30/09/2015,L5,15820
1764,29/09/2015,EMN1,20
1765,29/09/2015,EMN2,820
1766,29/09/2015,RIAV3,420
1767,30/09/2015,ETJ,1620
1768,30/09/2015,L5,4820
1769,30/09/2015,FAR1,220
1770,30/09/2015,OLH3,420
1771,30/09/2015,FAR2,20
1772,30/09/2015,L8,620
1773,30/09/2015,OLH2,20
1774,01/10/2015,L3,620
1775,05/10/2015,LAL,8820
1776,05/10/2015,RIAV1/L3,220
1777,05/10/2015,RIAV2,420
1778,05/10/2015,RIAV3,20
1779,05/10/2015,RIAV4,420
1780,05/10/2015,L3,1220
1781,05/10/2015,RIAV1,20
1782,06/10/2015,L5,820
1783,06/10/2015,L5,2620
1784,06/10/2015,LOB,20
1785,05/10/2015,L9,220
1786,05/10/2015,L8,20
1787,05/10/2015,OLH5,220
1788,06/10/2015,L6,220
1789,06/10/2015,L6,1420
1790,06/10/2015,ESD1,420
1791,06/10/2015,ESD1,20
1792,05/10/2015,L2,420
1793,06/10/2015,ELM,20
1794,05/10/2015,L1,20
1795,06/10/2015,L1,20
1796,06/10/2015,EMI,20
1797,06/10/2015,EMN1,420
1798,06/10/2015,EMN2,1620
1799,06/10/2015,POR2,2202020
1800,06/10/2015,LAG,1220
1801,06/10/2015,L7a,22020
1802,06/10/2015,L7c,26820
1803,06/10/2015,L8,2620
1804,07/10/2015,ETJ,1620
1805,07/10/2015,L5,19820
1806,07/10/2015,FAR1,20
1807,07/10/2015,OLH3,20
1808,07/10/2015,OLH2,220
1809,07/10/2015,OLH1,20
1810,07/10/2015,FUZ1,420
1811,07/10/2015,TAV2,20
1812,07/10/2015,VT1,20
1813,07/10/2015,L8,1820
1814,07/10/2015,FAR2,20
1815,07/10/2015,L7c,4420
1819,12/10/2015,L7c,1220
1820,12/10/2015,RIAV1/L3,420
1821,12/10/2015,RIAV2,820
1822,12/10/2015,RIAV3,20
1823,12/10/2015,RIAV4,20
1824,12/10/2015,L3,20
1825,12/10/2015,RIAV1,420
1826,13/10/2015,L5,1220
1827,13/10/2015,LOB,20
1828,12/10/2015,L8,1620
1829,12/10/2015,OLH5,20
1830,12/10/2015,OLH2,20
1831,12/10/2015,OLH1,20
1832,12/10/2015,FUZ1,620
1833,12/10/2015,L9,420
1834,12/10/2015,TAV2,1220
1835,12/10/2015,VT1,20
1836,13/10/2015,L5,5220
1837,13/10/2015,L6,2820
1838,13/10/2015,ESD1,20
1839,13/10/2015,L6,220
1840,13/10/2015,ESD1,420
1841,13/10/2015,ESD2,20
1842,13/10/2015,EMI,20
1843,13/10/2015,ELM,420
1844,13/10/2015,L2,20
1845,13/10/2015,L1,20
1846,12/10/2015,L2,20
1847,12/10/2015,L1,20
1848,12/10/2015,RIAV3,20
1849,13/10/2015,EMN1,20
1850,13/10/2015,EMN2,20
1851,13/10/2015,L7a,3420
1852,13/10/2015,L7c,20
1853,13/10/2015,LAG,420
1854,13/10/2015,POR2,82020
1855,14/10/2015,L5,3220
1856,14/10/2015,ETJ,7620
1857,15/10/2015,L3,2220
1858,14/10/2015,FAR2,420
1859,14/10/2015,FAR1,20
1860,14/10/2015,L8,220
1861,14/10/2015,OLH3,20
1862,15/10/2015,EMR,20
1863,19/10/2015,L5,5220
1864,19/10/2015,ETJ,5420
1865,20/10/2015,LAL,820
1866,20/10/2015,L5,220
1867,20/10/2015,LOB,20
1868,19/10/2015,L8,220
1869,20/10/2015,EMN2,20
1871,19/10/2015,RIAV1/L3,220
1872,19/10/2015,RIAV2,20
1873,19/10/2015,RIAV3,20
1874,19/10/2015,RIAV4,20
1875,19/10/2015,L3,20
1876,19/10/2015,RIAV1,20
1877,20/10/2015,OLH5,20
1878,20/10/2015,L7a,20
1879,20/10/2015,L7c,1820
1880,20/10/2015,LAG,820
1881,20/10/2015,POR2,1620
1882,19/10/2015,L1,220
1883,19/10/2015,ELM,20
1884,20/10/2015,L2,20
1885,20/10/2015,L1,20
1886,21/10/2015,L2,2220
1887,21/10/2015,L1,220
1888,19/10/2015,EMI,20
1889,21/10/2015,L6,12020
1890,21/10/2015,ESD1,20
1891,21/10/2015,L6,20
1892,21/10/2015,ESD1,20
1893,22/10/2015,LAL,20
1894,22/10/2015,L5,1420
1895,22/10/2015,L3,1820
1896,21/10/2015,OLH3,20
1897,21/10/2015,OLH2,20
1898,21/10/2015,OLH1,220
1899,21/10/2015,FUZ1,4420
1900,21/10/2015,TAV2,20
1901,21/10/2015,VT1,220
1902,21/10/2015,L9,12020
1903,21/10/2015,FAR1,20
1904,21/10/2015,L8,20
1905,21/10/2015,FAR2,20
1906,22/10/2015,EMR,22020
1907,23/10/2015,L7c,2220
1908,26/10/2015,LAL,20
1909,26/10/2015,ETJ,20
1910,26/10/2015,L5,220
1911,26/10/2015,ETJ,220
1912,26/10/2015,L5,23420
1913,27/10/2015,L5,3820
1914,27/10/2015,LOB,20
1915,26/10/2015,RIAV1/L3,820
1916,26/10/2015,RIAV2,420
1917,26/10/2015,RIAV3,420
1918,26/10/2015,RIAV4,20
1919,26/10/2015,L3,420
1920,26/10/2015,RIAV1,420
1921,26/10/2015,L9,220
1922,26/10/2015,TAV2,820
1923,26/10/2015,L7c,1620
1924,26/10/2015,L8,3620
1925,26/10/2015,VT1,220
1926,26/10/2015,FUZ1,420
1927,26/10/2015,OLH1,20
1928,26/10/2015,OLH2,20
1929,26/10/2015,OLH3,20
1930,26/10/2015,OLH5,20
1931,27/10/2015,L6,420
1932,27/10/2015,L6,20
1933,27/10/2015,ESD2,20
1934,27/10/2015,ESD1,20
1935,27/10/2015,ESD1,20
1936,27/10/2015,EMN1,420
1937,27/10/2015,EMN2,20
1938,26/10/2015,L2,182020
1939,26/10/2015,L2,820
1940,27/10/2015,ELM,22020
1941,27/10/2015,EMI,20
1942,27/10/2015,L1,420
1943,26/10/2015,L1,20
1944,28/10/2015,L5,20
1945,27/10/2015,POR2,22020
1946,27/10/2015,L7c,220
1947,27/10/2015,LAG,220
1948,27/10/2015,L8,220
1949,27/10/2015,L7a,20
1950,28/10/2015,FAR1,20
1951,28/10/2015,FAR2,620
1952,28/10/2015,L8,220
1953,29/10/2015,EMR,20
1954,02/11/2015,LAL,20
1955,02/11/2015,L5,620
1956,02/11/2015,ETJ,20
1957,03/11/2015,L5,420
1958,03/11/2015,LOB,20
1959,02/11/2015,OLH5,20
1960,02/11/2015,POR2,20
1961,02/11/2015,LAG,20
1962,02/11/2015,L7a,20
1963,02/11/2015,L7c,20
1964,03/11/2015,L2,220
1965,03/11/2015,L8,20
1966,03/11/2015,L2,5220
1967,02/11/2015,ELM,20
1968,02/11/2015,EMI,20
1969,02/11/2015,L1,220
1970,03/11/2015,L1,20
1971,02/11/2015,RIAV1/L3,20
1972,02/11/2015,RIAV2,1220
1973,02/11/2015,RIAV3,20
1974,03/11/2015,EMN1,1220
1975,03/11/2015,EMN2,20
1976,02/11/2015,L3,20
1977,02/11/2015,RIAV4,20
1978,02/11/2015,RIAV1,20
1979,04/11/2015,ESD1,20
1980,04/11/2015,L6,220
1981,04/11/2015,L6,20
1982,04/11/2015,OLH1,20
1983,04/11/2015,OLH2,20
1984,04/11/2015,OLH3,20
1985,04/11/2015,FUZ1,20
1986,04/11/2015,L8,20
1987,04/11/2015,L9,20
1988,04/11/2015,TAV2,420
1989,04/11/2015,FAR2,20
1990,04/11/2015,FAR1,20
1991,04/11/2015,VT1,20
1992,05/11/2015,L5,20
1993,09/11/2015,LAL,20
1994,09/11/2015,L9,20
1995,10/11/2015,L5,420
1996,09/11/2015,FUZ1,4420
1997,09/11/2015,VT1,20
1998,09/11/2015,TAV2,20
1999,09/11/2015,RIAV1,3220
2000,09/11/2015,RIAV2,42020
2001,09/11/2015,RIAV3,220
2002,09/11/2015,RIAV4,20
2003,09/11/2015,L3,20
2004,09/11/2015,RIAV1/L3,7220
2005,09/11/2015,L1,1620
2006,09/11/2015,L2,7420
2007,10/11/2015,L2,820
2008,10/11/2015,L1,20
2009,10/11/2015,ELM,20
2010,10/11/2015,EMI,20
2011,10/11/2015,L7c,1820
2012,10/11/2015,EMN1,20
2013,10/11/2015,EMN2,20
2014,10/11/2015,POR2,420
2015,10/11/2015,L7a,20
2016,10/11/2015,OLH5,220
2017,10/11/2015,LAG,2620
2018,10/11/2015,L7c,20
2019,10/11/2015,OLH4,20
2020,11/11/2015,L6,20
2021,11/11/2015,ESD1,20
2022,11/11/2015,ESD1,20
2023,11/11/2015,ESD2,20
2024,11/11/2015,L6,620
2025,11/11/2015,L3,11420
2026,12/11/2015,L5,220
2027,12/11/2015,ETJ,20
2028,12/11/2015,L5,20
2029,11/11/2015,L8,20
2030,11/11/2015,OLH1,220
2031,11/11/2015,OLH2,820
2032,11/11/2015,OLH3,20
2033,11/11/2015,FAR1,220
2034,11/11/2015,L8,420
2035,11/11/2015,FAR2,20
2036,09/11/2015,L8,1420
2037,16/11/2015,LAL,20
2038,16/11/2015,L5,12020
2039,16/11/2015,ETJ,20
2040,16/11/2015,EMR,20
2041,16/11/2015,L7c,220
2042,17/11/2015,L5,20
2043,17/11/2015,LOB,20
2044,16/11/2015,VT1,220
2045,16/11/2015,TAV2,32020
2046,16/11/2015,L9,12020
2047,16/11/2015,L8,12020
2048,16/11/2015,FUZ1,220
2049,17/11/2015,L5,20
2050,17/11/2015,L6,20
2051,17/11/2015,ESD1,420
2052,17/11/2015,L6,3820
2053,17/11/2015,ESD1,20
2054,17/11/2015,ESD2,20
2055,17/11/2015,L2,4220
2056,16/11/2015,L2,620
2057,16/11/2015,L1,20
2058,17/11/2015,L8,620
2059,17/11/2015,POR2,4220
2060,17/11/2015,LAG,20
2061,17/11/2015,OLH5,20
2062,17/11/2015,L7a,20
2063,17/11/2015,L7c,20
2064,18/11/2015,L1,20
2065,18/11/2015,ELM,20
2066,18/11/2015,EMI,20
2067,18/11/2015,FAR1,20
2068,19/11/2015,OLH2,1420
2069,19/11/2015,OLH1,220
2070,19/11/2015,OLH3,20
2071,18/11/2015,FAR2,20
2072,19/11/2015,OLH4,20
2073,18/11/2015,L8,1220
2074,18/11/2015,RIAV3,20
2075,18/11/2015,RIAV2,420
2076,18/11/2015,RIAV1,220
2077,18/11/2015,L3,420
2078,18/11/2015,RIAV4,20
2079,18/11/2015,RIAV1/L3,220
2080,23/11/2015,LAL,20
2081,23/11/2015,ETJ,20
2082,23/11/2015,L5,20
2083,23/11/2015,L7c,20
2084,24/11/2015,L5,20
2085,23/11/2015,RIAV1/L3,620
2086,23/11/2015,L3,420
2087,23/11/2015,RIAV2,220
2088,23/11/2015,RIAV3,20
2089,23/11/2015,RIAV4,20
2090,23/11/2015,RIAV1,20
2091,23/11/2015,RIAV3,12020
2092,24/11/2015,LOB,20
2093,24/11/2015,L6,220
2094,24/11/2015,ESD1,20
2095,24/11/2015,ESD1,20
2096,24/11/2015,ESD2,20
2097,24/11/2015,L6,20
2098,24/11/2015,EMI,20
2099,24/11/2015,L2,820
2100,24/11/2015,EMN1,420
2101,24/11/2015,EMN2,20
2102,25/11/2015,L5,20
2103,24/11/2015,POR2,20
2104,24/11/2015,L8,122020
2105,23/11/2015,VT1,20
2106,23/11/2015,TAV2,20
2107,23/11/2015,FUZ1,820
2108,24/11/2015,OLH5,20
2109,23/11/2015,OLH1,220
2110,23/11/2015,OLH2,420
2111,24/11/2015,L7c,20
2112,24/11/2015,L7a,20
2113,24/11/2015,LAG,220
2114,23/11/2015,L9,820
2115,25/11/2015,L1,20
2116,25/11/2015,ELM,20
2117,25/11/2015,L1,20
2118,25/11/2015,FAR2,20
2119,25/11/2015,FAR1,1620
2120,25/11/2015,OLH3,420
2121,25/11/2015,L8,620
2122,25/11/2015,L8,1220
2123,30/11/2015,LAL,20
2124,30/11/2015,ETJ,20
2125,29/11/2015,L7c,220
2126,30/11/2015,L8,20
2127,30/11/2015,OLH3,20
2128,30/11/2015,OLH2,1220
2129,30/11/2015,OLH1,20
2130,30/11/2015,FUZ1,620
2131,30/11/2015,TAV2,620
2132,30/11/2015,VT1,220
2133,30/11/2015,L9,20
2134,30/11/2015,L5,20
2135,30/11/2015,ETJ,20
2136,30/11/2015,L3,220
2137,30/11/2015,RIAV1,20
2138,30/11/2015,RIAV1/L3,20
2139,30/11/2015,RIAV2,20
2140,30/11/2015,RIAV3,20
2141,30/11/2015,RIAV4,20
2142,01/12/2015,L5,20
2143,01/12/2015,LOB,20
2144,01/12/2015,L5,20
2145,01/12/2015,ESD1,20
2146,01/12/2015,ESD2,20
2147,01/12/2015,ESD1,20
2148,01/12/2015,L6,220
2149,01/12/2015,L6,220
2150,01/12/2015,POR2,20
2151,01/12/2015,LAG,20
2152,01/12/2015,L7c,20
2153,01/12/2015,L1,20
2154,30/11/2015,L1,20
2155,30/11/2015,L2,20
2156,01/12/2015,EMI,20
2157,01/12/2015,ELM,20
2158,01/12/2015,EMN2,20
2159,01/12/2015,EMN1,420
2160,02/12/2015,L3,820
2161,02/12/2015,L8,620
2162,02/12/2015,OLH5,20
2163,02/12/2015,FAR2,420
2164,02/12/2015,FAR1,1220
2165,02/12/2015,L8,13220
2166,07/12/2015,LAL,20
2167,07/12/2015,L5,20
2168,07/12/2015,ETJ,20
2169,09/12/2015,L5,20
2170,09/12/2015,LOB,20
2171,09/12/2015,L5,20
2172,09/12/2015,ESD2,20
2173,09/12/2015,L6,20
2174,09/12/2015,L6,20
2175,09/12/2015,ESD1,20
2176,09/12/2015,ESD1,20
2177,07/12/2015,L1,20
2178,07/12/2015,L2,20
2179,09/12/2015,ELM,20
2180,09/12/2015,L1,20
2181,09/12/2015,EMI,20
2182,09/12/2015,L7c,22020
2183,07/12/2015,RIAV1/L3,20
2184,07/12/2015,RIAV2,20
2185,09/12/2015,RIAV1,20
2186,07/12/2015,RIAV3,20
2187,07/12/2015,RIAV4,20
2188,09/12/2015,L3,420
2189,09/12/2015,EMN1,20
2190,09/12/2015,EMN2,20
2191,09/12/2015,L9,20
2192,09/12/2015,VT1,20
2193,09/12/2015,TAV2,20
2194,09/12/2015,FUZ1,220
2195,09/12/2015,OLH1,20
2196,09/12/2015,OLH2,220
2197,09/12/2015,OLH3,20
2198,09/12/2015,FAR1,20
2199,09/12/2015,FAR2,20
2200,09/12/2015,L8,20
2201,09/12/2015,OLH5,20
2202,14/12/2015,LAL,20
2203,14/12/2015,L1,20
2204,14/12/2015,EMI,20
2205,14/12/2015,ELM,20
2206,15/12/2015,L5,20
2207,15/12/2015,LOB,20
2208,14/12/2015,RIAV1/L3,20
2209,14/12/2015,RIAV2,20
2210,14/12/2015,RIAV3,20
2211,14/12/2015,RIAV4,20
2212,14/12/2015,RIAV1,20
2213,14/12/2015,L3,20
2214,14/12/2015,RIAV3,20
2215,15/12/2015,L5,20
2216,15/12/2015,L6,20
2217,15/12/2015,ESD1,20
2218,15/12/2015,ESD1,20
2219,15/12/2015,ESD2,20
2220,15/12/2015,L6,20
2221,15/12/2015,EMN2,20
2222,15/12/2015,EMN1,20
2223,16/12/2015,ETJ,20
2224,16/12/2015,OLH1,20
2225,15/12/2015,L7c,20
2226,14/12/2015,TAV2,820
2227,14/12/2015,OLH3,220
2228,14/12/2015,L9,220
2229,15/12/2015,LAG,20
2230,14/12/2015,FUZ1,20
2231,14/12/2015,VT1,20
2232,14/12/2015,OLH2,20
2233,15/12/2015,POR2,20
2234,15/12/2015,L7a,20
2235,15/12/2015,FAR2,20
2236,14/12/2015,OLH5,20
2237,16/12/2015,ETJ,20
2238,16/12/2015,L5,20
2239,16/12/2015,EMR,20
2240,15/12/2015,L2,20
2241,15/12/2015,L1,20
2242,16/12/2015,FAR1,1820
2243,16/12/2015,L8,20
2244,21/12/2015,L5,20
2245,21/12/2015,ETJ,20
2246,21/12/2015,L5,20
2247,21/12/2015,L5,20
2248,21/12/2015,LOB,20
2249,21/12/2015,LAL,20
2250,21/12/2015,L6,20
2251,21/12/2015,L6,20
2252,21/12/2015,ESD2,20
2253,21/12/2015,ESD1,20
2254,21/12/2015,ESD1,20
2255,21/12/2015,L9,20
2256,21/12/2015,FUZ1,20
2257,21/12/2015,L8,20
2258,21/12/2015,L8,20
2259,21/12/2015,VT1,220
2260,21/12/2015,FAR2,20
2261,21/12/2015,OLH3,20
2262,21/12/2015,TAV2,820
2263,21/12/2015,OLH2,20
2264,21/12/2015,OLH1,20
2265,21/12/2015,RIAV1/L3,20
2266,21/12/2015,RIAV2,20
2267,21/12/2015,L3,20
2268,21/12/2015,RIAV1,20
2269,21/12/2015,RIAV4,20
2270,21/12/2015,RIAV3,20
2271,28/12/2015,ETJ,20
2272,28/12/2015,L5,20
2273,28/12/2015,POR2,20
2274,28/12/2015,L7c,20
2275,28/12/2015,LAG,20
2276,22/12/2015,OLH5,20
2277,28/12/2015,RIAV1/L3,20
2278,28/12/2015,RIAV2,20
2279,28/12/2015,RIAV3,20
2280,28/12/2015,RIAV4,20
2281,28/12/2015,RIAV1,20
2282,28/12/2015,L3,20
2283,28/12/2015,EMN1,20
2284,28/12/2015,EMN2,20
2285,27/12/2015,L1,20
2286,29/12/2015,EMI,20
2287,29/12/2015,ELM,20
2288,30/12/2015,L1,20
2289,28/12/2015,L2,20
2290,21/12/2015,L7c,20